subsidiarynumber;vat;name;adprotected;startdate;enddate
1003682295;26572517;IMERCO;0;1996-01-10;
1018531395;35253106;"DAVID TASKIN, 988 NÆSTVED ApS";0;2013-05-27;
1016128097;27555977;"Rotweiss Vinimport ApS";0;2010-06-21;
1026329899;41733497;"VAKKA ApS";1;2020-09-30;
1026052099;41532777;"Le Bonheur København ApS";1;2020-07-14;
1017850438;11517498;"Fakta 0187";0;2012-08-09;
1003129831;59260715;"ALDI KARLSLUNDE KS";1;1990-01-01;
1015138692;30033299;"Løve Apoteket Randers - Paderup Løve Apotek";1;2009-03-12;
1019593475;30344286;"Westwind Surf Cafe";0;2014-08-04;
1020741348;37079944;"venne kiosk";0;2015-08-01;
1023533568;33642695;"Vinentusiasten ApS lager";1;2018-04-18;
1019101629;35654720;"Brønshøj Vinhandel IvS";0;2014-01-01;
1000639442;13870675;"IB HANS OLUF PEDERSEN";0;1990-03-01;
1002988515;19693171;"ORDRUP APOTEK";1;1979-11-19;
1011070015;28326432;"CHRISTIAN HOLM RASMUSSEN, 827 GUDERUP ApS";0;2005-01-14;
1001011624;15977809;"Holmriis B&B";0;1992-04-01;
1022780278;29872309;"Købmand Nyelandsvej 53 v/Gul Sher Khan";0;2017-09-11;
1003224527;35954716;FØTEX;0;1987-01-01;
1025073513;40814310;"JAMAS Wine ApS";1;2019-09-22;
1003129533;59260715;"ALDI KARLSLUNDE KS";1;1985-01-01;
1016772441;33536887;"Høkerlauget Aarsdale";0;2011-03-23;
1023913573;39826097;"Engrosbageriet Det daglige Brød ApS";0;2018-08-28;
1003292952;13978298;"ANDELSLANDSBYEN NYVANG";1;1993-01-01;
1013614411;30828704;"S.P.S. INTERNATIONAL ApS";0;2007-09-06;
1019850435;36420146;"VESTERBRONX ApS";0;2014-10-28;
1002904380;12136773;"HIMMELBJERG APOTEKET";0;1979-11-19;
1021305614;32225225;Tgaard;0;2016-04-01;
1023296744;39289091;"Jesper Nielsen, 956 Jonstrup ApS";1;2018-01-24;
1023361937;39200678;après-you;1;2018-01-01;
1015372644;32283446;"PEDERSBORG VIN ApS";0;2009-06-30;
1009741417;35954716;FØTEX;0;2003-09-18;
1011574935;28898223;"FALSTER FAMILIECAMPING ApS";0;2005-07-12;
1012090109;24247902;"ALDI MARKED";1;2006-04-06;
1017514101;35954716;"Netto Dildhaven";0;2012-03-01;
1003123468;26572517;IMERCO;1;1976-07-01;
1025306992;40989307;"Aiwing, Kinesisk købmand & Vinhandel ApS";1;2019-11-27;
1019357887;31864879;"NERO ApS";0;2014-05-01;
1014843465;31728843;Hjemmeriet;0;2008-11-01;2020-05-27
1001741411;36079010;"Den Gamle By Danmarks Købstadmuseum";0;1964-10-12;
1009041148;26509386;"JØRGENSEN ENGINEERING HOLDING ApS";0;2002-03-21;
1024917645;40695354;"Jonas Manøe, 914 Danalien ApS";1;2019-08-05;
1006429937;24230422;"EMBORG CATERING ApS";0;1999-06-30;
1022412708;38613987;"Strandhotellet Sandvig ApS";0;2017-05-02;
1014675090;11517498;"Fakta 0298";0;2008-08-27;
1025859568;41383925;"Det sunde telt ApS";1;2020-05-26;
1012524419;24247902;"ALDI MARKED";1;2006-08-28;
1024503522;40343350;"Nordic4good IVS";1;2019-03-13;
1022113077;38340204;"Dhadra Foodstore I/S";1;2016-04-21;
1015546030;32468462;"GAIAS BASAR ApS";0;2009-09-23;
1019472147;35783652;"Choko-laden v/Anita Norden";0;2014-07-01;
1007178278;24978974;"EINAR CHRISTENSEN FISKERØGERI ApS";0;1999-10-01;
1003398648;29190623;RIGSHOSPITALET;0;1993-01-01;
1026539389;41904429;"Fætter Guf Slagelse ApS";0;2020-11-30;
1023480677;39451123;"Finn Mikkelsen, 412 Aabenraa ApS";1;2018-03-20;
1018444328;34994242;Torveblomster;0;2013-08-01;
1020736646;26454654;"Health & Numbers";0;2015-09-01;
1008580738;58191213;"MAGASIN DU NORD Fields";0;2001-06-25;
1016724382;21187577;"L.S. Fisk v/Leif Støjer";1;2011-04-01;
1009037337;24247902;"ALDI MARKED";1;2002-03-13;
1002914567;28944578;"Amagerbro Apotek";0;1979-11-19;
1001068062;16263842;"Tornby Gamle Købmandsgaard";0;1992-06-30;
1008460376;37783315;"HARALD NYBORG A/S";1;2000-01-01;
1026664124;42008710;"Stop Spild Lokalt (Slagelse)";1;2021-01-10;
1018344242;35141995;"Kongernes Feriepark - Gilleleje ApS";0;2013-03-09;
1025807096;41344326;"Candy NamNam ApS";1;2020-04-23;
1000408527;25539508;"Højene Kiosk v/Phuc Thi Tran";0;1988-12-15;
1016161728;33054939;"Lars Bundgaard-Hansen, 402 Risskov ApS";1;2010-07-01;
1020403310;36591285;"Søndersø apotek";0;2015-04-20;
1000049273;10282187;"ILSKOV HALLEN SELVEJENDE INSTITUTION";0;1986-01-01;
1003224576;35954716;FØTEX;0;1989-01-01;
1018150251;34893101;"LANDBAGERIET ApS";0;2012-12-21;
1011082803;24247902;"ALDI MARKED";1;2005-01-14;
1008862954;26396859;"Buresødal v/ Steen Bo Jensen";0;2002-01-01;
1004765016;21207586;"LISBETH GJERULFF";0;1998-10-01;
1001504066;18721953;"HØRSHOLM ALM. BOLIGSELSKAB/ KOLLEKTIVBYEN ÅDALSPARKEN";0;1971-04-01;
1006005532;18686406;"AFGHAN FOOD STORE V/AHMED FARID AMIRI";0;1995-08-20;
1021300655;34883793;"Normal A/S - Værløse";1;2016-04-04;
1020559272;36957441;"Kino i Valby IVS";1;2015-07-06;
1014095256;31174724;"JØRN THOMSEN, 742 VOJENS ApS";0;2008-01-05;
1011538807;14044272;"Christian W B Jensen";0;2005-07-01;
1026314220;41713364;"Lasserre Europe";1;2020-09-28;
1017751669;11517498;"Fakta 0209";0;2012-09-01;
1002896375;29283990;"Mads Middelboe";0;1979-11-19;2020-11-09
1003129648;59260715;"ALDI KARLSLUNDE KS";1;1988-01-01;
1024930285;40703454;"Urban Wines";1;2019-08-11;
1022033057;38275070;"Forever Aloe Vera V/Gitte Rumpelthiin";1;2017-01-01;
1001932613;27223796;"Gårdejer Jeppe Nielsen";0;1967-07-03;
1010170474;27404480;"Frederiksberg Vinhandel";0;2002-10-01;
1016705116;33443781;"Skjold Burne v/Jan Eriksen";0;2011-03-01;
1007943357;25647289;"IBI BOOTSVERLEIH ApS";0;2000-10-04;
1007998933;25695429;"Thomas Klembo, 765 Gørlev ApS";0;2000-10-19;
1009553246;26890500;"Næsbydale Vingård v/ Per Gjessing";1;2002-11-22;
1025188949;39358166;"Hotel Chocolat Salling Aarhus";0;2019-11-01;
1003224187;35954716;FØTEX;0;1987-01-01;
1021981490;26099366;"Pakkeri Hobøl";1;2016-12-12;
1003129922;59260715;"ALDI KARLSLUNDE KS";1;1992-01-01;
1015449590;21372374;"N-K Kiosken";0;2009-08-17;
1024903199;40682708;"Memet's Delikatesse";1;2019-08-01;
1000043287;10250692;"KRISTIAN KROGH";0;1986-04-15;
1023668366;39613255;"Ice candy";0;2018-07-02;
1018299271;35008284;"Denn Jai Market & Fashion";1;2013-03-01;
1021370769;37578207;"Ben & Jerry";1;2016-04-01;
1004238994;26572517;"IMERCO TARUP CENTER";0;1997-09-01;
1021489391;37780634;"Kristina Hvelplund, 847 Jelling ApS";0;2016-06-02;
1019142961;35622772;"Hafniakiosken /v Martin Schou";0;2014-03-01;
1025371026;35954716;"Føtex Food Nørrebrogade";0;2019-12-30;
1001011004;15973978;"KOP OG KANDE HW BUDDINGE APS";0;1991-07-01;
1003456048;59260715;"ALDI KARLSLUNDE KS";1;1995-01-01;
1016948922;32024998;Smagsshoppen;0;2011-07-01;
1005633211;14118055;"LIFETIME INVEST V/JETTE VILLADSEN";0;1986-06-01;
1015883606;32720471;"4 Your Health v/Tatjana Østergaard";0;2010-03-01;
1022805181;35448934;"Toftlund Apotek";0;2017-09-01;
1018732064;35018956;"LMC Handel og Vikarservice";0;2013-09-01;
1009250715;26725771;"ALUN.DK ApS";0;2002-07-01;
1020678263;29520739;"REMA 1000, 974 Hadsten ApS";0;2015-10-08;
1002981960;16427039;"MALLING APOTEK";0;1992-10-01;
1016086815;29189129;"Omsorgscenter Pedershave";0;2010-06-02;
1019463474;11517498;"fakta 0497";0;2014-06-13;
1001750925;37004057;"GÅRDEJER JAN LUND JENSEN";0;1978-12-11;
1003140377;24247902;"ALDI MARKED";1;1991-01-01;
1011629020;25959035;"Politikens Kiosk v/Torben Andersen";0;2005-08-01;
1000543593;13329737;"GÅRDEJER ÅSE KJÆR SVENDSEN";0;1989-08-01;
1011183324;28404360;"Skjold Burne v/Waheed Ashraf";0;2004-03-01;
1019250489;35812113;"CA WINE IVS";0;2014-03-25;
1015870407;32776477;"EHNHUUS ApS";0;2010-02-01;
1018904485;35318755;paladskiosken;0;2013-11-04;
1011842751;28163460;Kagehuset;0;2004-12-27;
1023296752;39289105;"Jakob Rasmussen, 822 Næstved ApS";1;2018-01-24;
1023150308;58191213;"Magasin Aalborg";1;2018-04-01;
1021878851;38141635;"Zisanca La";0;2016-10-02;
1017254681;35954716;"FØTEX HOLBÆK";0;2012-02-13;
1021304650;30475127;"Fredericia Krone Apotek - Nymarksvej";1;2016-05-01;
1003140572;24247902;"ALDI MARKED";1;1985-01-01;
1003608029;18924536;"Høbjerg Gartneri og Gårdbutik";0;1995-11-11;
1021773952;32996671;"Københavns Fødevarefællesskab Sydhavnen";1;2016-09-23;
1021005297;37322660;"Veje&Klein IVS";0;2015-12-22;
1009297592;26766230;"Smagen af Øen v/Lars Damgaard Hansen";0;2002-09-06;
1018694871;34782091;"Løve Apotek Nysted";0;2013-08-19;
1016421029;33209797;"game house ågade 4";0;2010-11-26;2014-06-15
1003398053;34072191;"KRONBORG SLOT";0;1993-01-01;
1009504393;26870151;"Niels-Jørgen Aamand, 465 Gram ApS";0;2002-10-30;
1018795929;27399312;"Lærkeparken's købmand";0;2013-10-01;
1025976335;41470224;"Urban Craving";0;2020-06-19;
1003224333;35954716;FØTEX;0;1991-03-09;
1021720964;37983543;"NEW ASIANS FOODS ApS";1;2016-09-05;
1010338766;24247902;"ALDI MARKED";1;2003-01-01;
1001065208;16251070;"KAI RINGGREN";0;1992-04-01;
1000897945;15292970;"LANDMAND ERIK DØSSING JENSEN";0;1991-01-01;
1002738087;86083213;"GUNHILD M ANDERSEN";0;1993-07-01;
1021515848;26456487;"Brøndby Strand Apotek";0;2016-06-01;
1017486957;33654251;"Frugt og grøntplantagen Skejby";0;2012-02-19;
1015924698;32825869;"IDEMO ApS";0;2010-03-17;
1025309223;38287737;"Yousef frugt og grønt";0;2019-12-06;
1024917629;40695338;"Carsten Knudsen, 734 Nørresundby ApS";1;2019-08-05;
1020093222;15473193;"ÆRØ KARTOFLER V/PA ERIKSEN";0;2015-01-26;
1021783370;38038354;"Topvine ApS";0;2016-09-19;
1003168328;11517498;"Fakta 0322";0;1992-01-01;
1021833262;38101994;"Gazelle Online Apotek";1;2016-11-01;
1012357571;59260715;"ALDI KARLSLUNDE KS";1;2006-08-05;
1023870718;38187740;"WineGuys Frederiksberg";1;2018-08-15;
1001562205;23515814;"SEBBER IDRÆTSFORENING";0;1970-01-01;
1016941162;33679866;"Kildegård land- & skovbrug";0;2011-06-15;
1004618970;20975849;"I/S Kjølholm Hanne Jensen/Anne Marie Jensen";0;1998-07-01;
1016917741;33667078;"AdLibitum v/Niels Børgesen";1;2011-06-01;
1003073268;38688928;"NESTLE DANMARK A/S";0;1978-01-02;
1024447665;11517498;"Fakta 0809";0;2019-02-27;
1021757159;38013599;"Kasper Knudsen, 857 Hirtshals ApS";1;2016-09-05;
1021731680;26572517;"Frihedens Butikscenter";1;2016-09-29;
1022013870;17444387;"Helsam Rosengårdcentret";0;2016-12-16;
1011335108;35954716;FØTEX;0;2005-08-23;
1021023872;37783315;"Harald Nyborg A/S";1;2016-04-01;
1003130086;59260715;"ALDI KARLSLUNDE KS";1;1984-01-01;
1002308801;69902111;"Steens Grønttorv v/Steen Gleerup";0;1992-04-10;
1025760197;41310774;"Functional Food Market ApS";1;2020-04-20;
1004904868;21393703;"LUNDBY IDRÆTSFORENING";0;1998-09-01;
1008389876;26002494;"EB GAMES";0;2001-04-20;
1023378112;39359995;"VINGUMMI ApS";0;2018-02-23;
1019960184;36455187;"Raw Ame IVS";0;2014-11-26;
1020638067;36986239;"Daniel Petersen, 462 Rønde ApS";1;2015-08-06;
1022596574;38757539;"Pølsedrengene ApS";0;2017-06-29;
1023789368;39692066;E-Købmand;0;2018-08-01;
1022494488;36505060;"Wally and Whiz - first store - Magsin kgs. nytorv";1;2017-08-01;
1009786208;24247902;"ALDI MARKED";1;2003-03-25;
1023556290;25652991;"FITNESS WORLD A/S - Vonsildvej 1 (FW 257)";1;2018-04-25;
1020208232;36250755;"H E VIKAREN";0;2015-03-02;
1022794236;38841297;"SILVAN Nyborg";0;2017-08-31;
1020272429;36697679;"ALLETIDERS VIN HJØRRING IVS";0;2015-02-24;
1009137366;29664951;"Fit4more v/ Rasmus Kielmann Hanberg";0;2002-05-14;
1022607347;38636545;"Slik Lækkeriet";0;2017-06-29;
1026504534;41874716;"Haslev Bio I/S";1;2020-11-23;
1008339615;25949781;"ALLAN HANSEN, 769 KALUNDBORG ApS";0;2001-02-15;
1003534110;26572517;IMERCO;0;1995-08-31;
1014319618;31347378;"VIBYHUSKIOSK ApS";0;2008-03-29;
1021741406;35954716;"FØTEX FOOD ST. KONGENSGADE";0;2016-09-12;
1009578532;26908566;"Knivkunst v/Susanne Hvid Schunck";0;2002-12-15;
1022872253;24247902;"ALDI Haderslev";1;2017-12-01;
1014357544;30312287;"Cherry Kiosk v/Iftikhar Wasim";0;2008-05-01;
1023023373;36395478;"Colombani ApS - Hovedkontor og lager";1;2017-12-01;
1023533290;31550661;"Snack - Nuts";1;2018-04-17;2019-12-31
1003370703;29189579;"PLEJECENTER GAMMELGAARD";0;1993-01-01;
1017544876;34360669;"OK Plus Gilleleje";1;2012-03-30;
1020949259;37275336;"SuperCharged Sports Group ApS";1;2015-12-03;
1023746790;39681404;"Hong Klinik ApS";0;2018-06-22;
1022774073;38878506;"Morten Skou, 729 Mariager ApS";0;2017-08-23;
1024768429;40571736;"Kabul Frugt & Grønt I/S";1;2019-06-10;
1017983578;25652991;Værløse;0;2012-10-09;
1003224266;35954716;"FØTEX VIBY CENTRET";0;1987-01-01;
1000043287;10250692;"KRISTIAN KROGH";0;1986-04-15;
1003129351;59260715;"ALDI KARLSLUNDE KS";1;1979-10-08;
1023953400;39861046;"Celim IVS";0;2018-09-13;
1002762781;87044815;"Herlev/Hjorten Badminton";0;1979-09-05;
1021833041;38104896;"Herbie Gin ApS";1;2016-10-01;
1009777330;18424649;"SCANDLINES CATERING A/S";0;2002-06-01;
1024464683;36292660;"Service kiosken";1;2019-03-11;
1025112047;40827609;"Portvin og Lækkerier";1;2019-10-01;
1024224038;40100970;"Lahrsten ApS";1;2018-12-17;
1017803316;34616027;"Jens Sørensen, 928 Aarhus ApS";0;2012-07-11;
1024577593;40408649;"iGourmet IVS";0;2019-04-02;
1020887156;34883793;"Normal A/S - Amager Centret";1;2015-11-12;
1003123900;58191213;"MAGASIN A/S";0;1979-11-12;
1025896196;32390676;Minibageren;1;2020-06-06;
1004881765;24247902;"ALDI MARKED";1;1998-01-01;
1007634486;25050053;"DSB Struer - Østergade 57, 1";0;1993-01-01;
1018014862;32325084;"LARS ERIK MIKKELSEN, 941 NÆSTVED ApS";0;2012-10-15;
1017097136;33229356;"Prøvestenens Bazar";0;2011-10-01;
1022799580;38901605;"Dinamarka Kaffe IVS";1;2017-09-03;
1024018772;39428954;Gårdbutik;1;2018-10-05;
1009233586;26711983;"Ida Holm";0;2002-08-01;
1016064323;32935974;"Camilla Kristensen, 458 Aabybro ApS";1;2010-05-20;
1015291660;32157947;"VINOBLE ODENSE ApS";1;2009-05-01;
1021481188;25368398;"Sivas døgnkiosk";1;2016-06-01;2019-12-31
1007545939;35954716;"Føtex Aalborg Øst";0;1999-08-25;
1003130013;59260715;"ALDI KARLSLUNDE KS";1;1981-08-06;
1020457283;36659181;Slikhjørnet;1;2015-06-15;
1014076219;31169313;"MC BUTIKKEN ApS";0;2007-12-21;
1023741888;39676710;"Vinifico ApS";0;2018-06-25;
1017822671;19452697;"vinderup apotek";0;2012-07-23;2020-12-31
1019241668;11517498;"fakta 0499";0;2014-03-24;
1000336799;12133502;"LISBETH HANSEN";0;1982-03-20;
1022999997;38989316;"Cafe Sandy";1;2017-10-01;
1014704953;31752205;"ALLAN VILLADSEN, 952 VIBY ApS";0;2008-09-05;
1016549769;33306024;"Lizzen v/Lisbeth Andersine Østergaard";0;2011-01-01;
1020530606;36264365;Kløverbakken;0;2015-07-01;
1025044742;11517498;"Fakta Grønlandsgade, Ikast";0;2019-09-18;
1002191281;64509918;"M/S Museet for Søfart";0;1964-05-08;
1003922707;59260715;"ALDI KARLSLUNDE KS";1;1996-01-01;
1000977992;15783281;SPRINGEREN;0;1990-09-01;
1018867989;35954716;"NETTO Skøjtealleen";0;2013-11-29;
1011552745;28891288;"LORENTSENS VINFORSYNING ApS";0;2005-06-29;
1020887164;34883793;"Normal A/S - Metropol";1;2015-11-12;
1024657643;40453709;"Holstebro Løveapotek";0;2019-04-15;
1016609974;33493185;"PADDINGTON ANTIK ApS";0;2011-01-06;
1003023356;28344910;"Nordisk Film Biografer Taastrup";0;1984-01-01;
1003596067;18802384;"Jakob Jørgensen, 962 Randers ApS";0;1995-09-28;
1022810665;35448934;"Skærbæk Apotek";0;2017-09-01;
1003084907;45667219;"Peter Larsen Kaffe A/S";0;1964-07-19;
1003017436;35954716;"Føtex Food Strandvejen";1;1988-01-01;
1022814032;26572517;"Imerco Home Fredericia";1;2017-08-21;
1003129752;59260715;"ALDI KARLSLUNDE KS";1;1990-01-01;
1023628631;39580047;"WhyNotGin ApS";0;2018-05-15;
1022158682;38373331;ISTID;1;2017-01-27;
1020261915;36693231;"Vinpost ApS";1;2015-03-21;2021-01-19
1010767160;28108265;"LALANDIA BILLUND A/S";1;2004-09-01;
1012806821;30019393;"Kvik Spar, Flade Annette Kjær Pedersen";0;2007-01-01;
1019496291;36017880;"JUMBO 10ER ApS";0;2014-06-24;
1025153304;40857834;"Hos Peter Kjær";1;2019-10-22;
1010614011;27775764;"Jørgen Nordtorp, 408 Skovvej ApS";0;2004-06-01;
1011515556;28634099;"Chokolade - Fabrikken v/Jens Juhl";0;2005-07-01;
1012895360;30177711;"DEN FRANSKE TEHANDEL ApS";1;2007-01-01;
1003123936;58191213;"MAGASIN A/S";0;1976-11-22;
1009850097;26741165;"R&R HANDEL ApS";0;2002-01-01;
1008543654;24247902;"ALDI MARKED";1;2000-05-10;
1000774264;14622977;"HAUGAARDS BLOMSTER LARS HAUGAARD OG LAILA HAUGAARD";0;1990-11-15;
1014752524;28344910;"Nordisk Film Biografer Lyngby";0;2008-01-01;
1025090655;35657606;"Muscle House Nørrebro";1;2019-07-31;
1018886932;35272186;"Sonny Boy ishus";0;2014-01-01;
1016146141;34479526;"SPORT MASTER Aalborg Bispensgade";0;2010-06-28;
1024230550;40099220;"willemoes kiosk";1;2018-12-18;
1010743725;28101457;"MICHAEL PAGAARD JENSEN, 812 DYBBØL ApS";0;2004-08-23;
1024104660;39998882;"DanuCare ApS";1;2018-11-06;
1011700787;71750515;"SSP DK, AFD. 88 + AFD. 89 WHSmiith Finger A";0;2005-01-01;
1003224369;35954716;"FØTEX SUPERMARKED";0;1994-01-01;
1021073861;36504536;"Dansk Fitness Randers";1;2016-01-01;
1003129880;59260715;"ALDI KARLSLUNDE KS";1;1991-01-01;
1022930199;39003422;"Les Bulles";0;2017-10-11;
1017131474;33849060;"LOPA Kiosken I/S";0;2011-10-03;
1019509024;35901124;Candylicious;1;2014-07-01;
1023326805;36911336;"Kisa Tomsgårdsvej 83";1;2018-01-01;
1026010418;37868310;"Helsehuset Strædet";1;2020-03-01;
1025810194;37404071;"Iscafeeen/Restaurant Baghuset";1;2020-05-20;
1023953672;39856875;"Dido Frugthus";1;2018-09-01;2020-11-07
1017175579;33959443;"Peter Nikolajsen, 982 Vodskov ApS";0;2011-10-05;
1019479591;34883793;"NORMAL A/S - Odense";1;2014-06-28;
1021665009;37930741;"African Shop";1;2016-07-01;
1003446687;27528430;"MATAS 11088 DRAGØR CENTRET";0;2017-10-19;
1024335069;40196145;"Dalgas Vinhandel ApS";1;2019-01-22;
1003129375;59260715;"ALDI KARLSLUNDE KS";1;1979-10-08;
1023886835;39801396;"Belgfrugter I/S";0;2018-09-01;
1005036904;35620818;"SUSIE RIIS-JACOBSEN";0;1999-04-12;
1017823953;20370599;"Fitness dk Herlev";0;2012-06-01;
1000343253;12170793;"ERIK JULIUS ANDERSEN";0;1973-10-17;
1022458244;37756393;"Sandvig Minigolf og Café";1;2017-01-01;
1023326635;16015512;Boksleje;0;2018-02-07;
1022896993;21023647;"Rasmus Hansen, 417 Vildbjerg ApS";1;2017-10-04;
1019376024;10360641;"jem & fix";0;2014-05-12;
1018930869;25148762;"GAANA FRUGT & GRØNT ApS";0;2013-11-25;
1011287324;11517498;"Fakta 0399";0;2005-06-09;
1025426416;39488876;Bagerbix;0;2020-01-15;
1021177896;59260715;"ALDI Karlslunde KS";1;2016-03-18;
1015725024;25392884;"Erantissen v/Lonnie Nielsen";0;2010-01-01;
1000481189;12994508;"GRANIT VÆRKSTEDET V/JESPER MIKKELSEN";0;1989-04-27;
1018694111;32961517;"Vinspecialisten Bellinge";0;2013-08-19;
1019129884;35662405;"GOBOAT ApS";0;2014-02-11;
1010794885;27847781;"African House v/Samuel Kofi Asante-Jakobsen";0;2004-09-01;
1024330237;40187081;Davivo;1;2019-01-20;
1000417471;27834841;"Centerkøb v/ Mohamad N. Nezam";0;1986-12-01;
1008940157;26459680;"BRIAN BREGNHOLM, 777 NR. SNEDE ApS";0;2002-01-23;
1020931090;26572517;"Imerco Vejle Bryggen";1;2015-06-01;2020-03-17
1002369520;12596774;"SCANDIC EREMITAGE";0;1983-01-01;
1009713456;11517498;"Fakta 0086";0;2003-04-10;
1001673173;31236754;"DEN LILLE VINKÆLDER/STEEN GYDEMARK";0;1993-04-15;
1003140092;24247902;"ALDI MARKED";1;1984-01-01;
1002082572;58519316;"LÆGE JAN FOGH";0;1974-03-11;
1000043287;10250692;"KRISTIAN KROGH";0;1986-04-15;
1000371540;20132175;"Staudeengen ApS";0;1997-01-01;
1017316482;25652991;"Odense, Tarupvej";0;2011-12-06;
1020666850;31439833;"Impex Trading v/Peder Kamper";1;2015-08-01;
1009092982;26595479;"Søstrene Grene Viborg v/Rikke & Mikkel Østergaard I/S";0;2002-05-01;
1016030860;34479526;"SPORT MASTER Aalborg Storcenter";0;2010-05-06;
1014229635;12596774;"SCANDIC VEJLE";0;2008-02-21;
1016679417;33504578;"LYNGBY VINKÆLDER A/S";0;2011-02-24;
1011607647;28906986;"Øresunds Apotek København v/Tue Askaa";0;2005-08-01;
1003224758;35954716;FØTEX;0;1987-01-01;
1024530910;40363297;"Rebildcentrets Gårdbutik";0;2019-03-21;
1008189605;59260715;"ALDI KARLSLUNDE K/S";1;2000-01-01;
1014834954;27837123;"Klinik for Fodterapi v/Tina Labori";0;2008-12-01;
1016991194;33542275;"Engmosegaard v/Hans C H Andreasen";0;2011-07-01;
1019669609;36080795;"IS TIL FEST ApS";0;2014-09-03;
1019965208;36456663;"THAI ASIAN MARKED & TRAVEL ApS";0;2014-11-26;
1007417647;25203402;"Mader Vin V/Henrik Mader";0;2000-02-21;
1008484968;26075971;"Due´s Vinhus v/Søren Due";0;2001-06-22;
1015173978;29120234;"Kolonial 47 v/Mazhar Hussain";0;2009-04-01;
1014857725;31784239;"FLEMMING MADSEN, 931 Bygholm ApS";0;2008-11-03;
1000930113;15476184;"Bente Bredal /Jan Bredal I/S";0;1991-10-15;2020-12-31
1012152988;29427526;"LØKKEN KLIT CAMPING A/S";0;2006-03-27;
1016497343;17888749;"Løvbjerg Supermarked A/S";0;2010-12-10;
1025509508;41126272;"Frilandsgaard.dk Aps";1;2020-01-27;
1003140274;24247902;"ALDI MARKED";1;1990-01-01;
1022794171;38841297;"SILVAN Esbjerg";0;2017-08-31;
1022171956;38401866;"Sarisaristore IVS";0;2017-02-09;
1018709518;15690488;"Flying Tiger Copenhagen";0;2013-08-26;
1015313648;17888870;"Nørre Snede Apotek";0;2009-06-11;
1003341263;29189587;"Tørring skole";0;1993-01-01;
1024105926;40000496;"Yousef Food Store ApS";1;2018-11-05;
1025402576;41062029;"Emil Hansen, 842 Ejbygade ApS";1;2020-01-07;
1020032797;33865244;"ASA Trading";1;2015-01-12;
1000957142;15662808;"Morten Thorkilsen Søgård";0;1991-12-01;
1011117437;35954716;FØTEX;0;2005-02-01;
1003400837;63504416;"Lyngby Handelsskole, UNord S/I";0;1986-01-01;
1023159445;24247902;"ALDI Tarphagevej";1;2018-02-02;
1000318214;12027974;"SALLINGS VINFORSYNING V/SØREN SALLING SØRENSEN";0;1988-04-01;
1023536729;28886284;"Mols Bolsjer/Lolland";0;2017-12-01;
1024625105;40451609;"Gepi ApS";1;2019-04-02;
1001788220;39844311;"DET GRØNLANDSKE HUS I ÅRHUS";0;1972-07-01;
1018857436;30531620;"Kjær & Sommerfeldt A/S";0;2013-10-29;
1003064799;82373551;"SPONSORGRUPPEN, HHDIF";0;1983-04-01;
1009428980;26854679;"REMA 1000";0;2002-11-01;
1000973183;15756039;"RØMØ AUTOSERVICE V/KNUD RASMUSSEN";0;1992-01-02;
1014753881;28896662;"Hotel CABINN Express";0;2008-09-24;
1002990660;17888749;"LØVBJERG SUPERMARKED A/S VARDE CENTRET";0;2002-12-18;
1019679906;35991735;"vin og tobak v/hassan munawar";0;2014-09-01;
1010278968;59260715;"ALDI KARLSLUNDE KS";1;2004-03-09;
1021459743;37752444;"Daniel Bruce Freelance";1;2016-05-27;
1016805927;27684157;"Runninggoods.dk v/Michael Fester";0;2011-05-01;
1020505008;36667613;"Obutik.dk / Onlinesalat.dk";1;2015-06-19;
1013379706;30483308;"MUMS v/Charlotte Blak Frost";0;2007-04-18;
1000811964;14822232;"ROSENLUND V/NIELS BODILSEN";0;1991-01-01;
1025818055;41352744;"Chef on wheels ApS";1;2020-05-11;
1002926357;12596774;"SCANDIC GLOSTRUP";0;1993-10-01;
1001344915;17716204;VINHYLDEN;0;1994-03-29;
1024512785;38345796;"Frikadellekongen IVS";1;2019-03-15;
1014084394;17888749;"LØVBJERG SUPERMARKED A/S Tarm";0;2008-04-28;
1000165651;10998697;STEFFENSKILDE;0;1989-01-01;
1003129363;59260715;"ALDI KARLSLUNDE KS";1;1979-10-08;
1001450807;18194597;"KARSTEN JENSEN";0;1994-12-01;
1015821775;32681948;"Flassan vin Ribe v/Charlotte Hedegaard Bladt-Hansen";0;2010-03-01;
1002477518;75995318;"JOHN MEIER ANDERSEN";0;1984-05-01;
1016903104;11856233;"Hair & Care Samsø - Helsekost Samsøe";0;2011-06-01;
1024400340;40253203;"KarmaCoffee ApS";1;2019-02-11;
1003318355;83246359;"Svendborg Museum";0;1993-01-01;
1023969536;39848317;Tutten;0;2018-10-01;2020-03-08
1013407092;30553225;"Kalles Kaffe ApS";0;2007-06-26;
1025760219;41310774;"Functional Food Market ApS";1;2020-05-01;
1021460784;26636590;"Vestergade apotek";1;2016-08-01;
1026310527;30907965;"Vindingevej 32A";1;2020-10-01;
1022746606;38855042;"DFG KRAN IVS";0;2017-07-01;
1000611855;13712506;"URTEGAARDEN ApS";0;1989-07-01;
1016065311;20572299;"Fjerritslev Apoteksfilial";0;2010-05-25;
1016489383;33275528;"Schrøder v/ Thomas Schrøder";1;2011-03-01;
1003106432;55141312;"ØSTERGADES VINHANDEL A/S";0;1990-01-01;
