subsidiarynumber;vat;name;adprotected;startdate;enddate
1012857183;30089324;"Struer Skolehjem";0;2007-01-01;
1013782136;29189927;Hyldgården;0;2007-11-16;
1003398648;29190623;RIGSHOSPITALET;0;1993-01-01;
1003276881;29188327;SOLVANGSKOLEN;0;1993-01-01;
1003387325;29189471;"Plejecenter Østermarken";0;1993-01-01;
1023860844;32318061;"Attendo Vonsildhave";0;2018-02-14;2020-12-31
1015631992;29189978;"Syddjurs Bo og Aktivitetstilbud - Bofællesskabet Marie Magdalene";1;2009-11-05;
1017221430;29189994;Blomstergården/Mølleparken;0;2011-10-27;
1008784422;29189420;Sofiegården;0;1999-09-01;
1011161215;29190925;"Sct. Mikkel -Psyk. bosted";0;2005-02-01;
1003192268;76598711;"Margrethegårdens Børnehus";0;1986-01-01;
1010505530;29189420;"Storkøkken - GUG";0;2003-01-01;
1003361614;55133018;"Klubben Bodøgården";0;1993-01-01;
1017071226;29189986;"Glesborg Plejecenter";0;2011-08-23;
1003252097;64942212;"Børnehuset Savannen";1;1993-01-01;
1004038575;29189897;"Plejehjem Olivenhaven";0;1996-01-01;
1005092529;29189366;"Børnehuset Gartneriet";0;1998-01-01;
1024113929;29189927;Saustrup;0;2018-11-08;
1006387867;23366819;"Fuglevængets Børnehus";0;1970-01-01;
1003350674;29190941;SØDISBAKKE;0;1993-01-01;
1003344778;29189919;"Toftebo Centret";0;1993-01-01;
1003368097;29190925;"Regionspsykiatrien Viborg";0;1993-01-01;
1003351001;29189668;"Randers Specialskole Blommevej";0;1993-01-01;
1003378650;29189420;"Plejecenter Fjordparken";0;1993-01-01;
1024736403;39815435;"FGU Nordvest Jammerbugt";0;2019-08-01;
1003281446;29189366;"Grønnevang Børnehus, afd. Tolvkarlevej";0;1993-01-01;
1016651040;29189625;"Hollænderhusene Træskohuset";0;2011-02-15;
1015425969;29189498;"Ældre Levebo Bangsbovej 19";0;2009-08-03;
1003334347;29190925;"Regionshospitalet Horsens";1;1993-01-01;
1016019298;29188572;"Aktiv-Bo Krogsbølleparken 1 og 2";0;2010-05-03;
1003333911;29189900;"Udviklingscentret Spurvetoften";1;1993-01-01;
1013061722;29189730;Christinehaven;0;2007-01-01;
1003256468;64942212;"DEN CLASSENSKE LEGATSKOLE";1;1993-01-01;
1006394357;29189757;"KONG FREDERIK IX PLEJEHJEM";0;1993-01-01;
1020484051;29189498;"Ældre Levebo Abildparken";0;2015-06-01;
1006548858;41682515;"Børnehaven Fjordbakken";0;1973-01-01;
1003385401;29189420;"Børnehaven Blæksprutten";0;1993-01-01;
1003148779;76358710;"FRITIDS- OG UNGDOMSKLUBBEN I THOMAS P.HEJLES UNGDOMSHUS";0;1986-01-01;
1003107129;55280312;"CFD Skaboeshusevej sociale tilbud";0;1987-01-01;
1003384764;29189420;"FRITIDSCENTRET LINDHOLM";0;1993-01-01;
1002270052;68305810;"FRIJSENBORG EFTERSKOLE";0;1966-01-15;
1018824368;29188505;Blomstergården;0;2013-10-15;
1003333996;29189900;"Bofællesskabet Postens Vej";1;1993-01-01;
1024539187;39815540;"FGU Vest Ribe Afdeling";1;2019-07-01;
1003631569;29188947;Psykiatriafdeling;0;1995-01-01;
1023860844;32318061;"Attendo Vonsildhave";0;2018-02-14;2020-12-31
1017730246;29188378;Bistrupvang;1;2012-06-14;
1013509278;29189633;"Børnehuset Kildebjerg";1;2006-07-01;
1009891362;29189773;"Broager Plejecenter";0;2003-04-01;
1003337383;29189587;Stjernevejsskolen;0;1993-01-01;
1003333911;29189900;"Udviklingscentret Spurvetoften";1;1993-01-01;
1003271970;29188378;"Hegnsgården Plejecenter";1;1993-01-01;
1003981186;58271713;"Plejecenter Egely";0;1996-01-01;
1003253202;17039806;"HÅNDVÆRKERFORENINGENS PLEJEHJEM";0;1993-01-01;
1003351396;29189633;"Landsbyen Sølund";1;1993-01-01;
1017629758;64942212;"Bo- og dagtilbuddet Musvågevej";0;2012-04-24;
1003310913;29189730;"Stenstrup Plejecenter";0;1993-01-01;
1003334700;29190909;"Sygehus Lillebælt, Vejle Sygehus";1;1993-01-01;
1003328373;29190909;"Sydvestjysk Sygehus";0;1993-01-01;
1003385310;29189420;"Herningvej Skole";0;1993-01-01;
1015969519;29189420;"Botilbuddet Studievej";0;2010-04-12;
1002315741;70165813;"NORDJYLLANDS IDRÆTSHØJSKOLE";0;1983-01-01;
1003254349;64942212;"BAVNEHØJ SKOLE";1;1993-01-01;
1009139520;29189986;"FJELLERUP BØRNEHAVE";0;2001-01-01;
1003253202;17039806;"HÅNDVÆRKERFORENINGENS PLEJEHJEM";0;1993-01-01;
1000723873;14334041;"TJELE-CENTER A/S";0;1990-07-01;
1003251685;29190623;"BISPEBJERG HOSPITAL";0;1993-01-01;
1015296948;32159559;"EKKENBERG NETVÆRK ApS";1;2009-06-02;
1003387052;29189471;"PLEJECENTER SOLVANG";0;1993-01-01;
1003374813;29190941;"Bostedet Solsiden";0;1993-01-01;
1003337437;29189587;"Øster Snede Plejecenter";0;1993-01-01;
1023106767;60656215;"Børnehaven Carolineskolen";1;2017-12-01;
1003127219;58519111;"Botilbuddet Østerled";1;1982-01-01;
1003252450;64942212;"FREDERIKSGÅRD SKOLE";1;1993-01-01;
1003384569;29189420;"BØRNEHAVEN BLÅKILDEVEJ";0;1993-01-01;
1020778667;29189803;"Center for Misbrug & Udsatte - Motivationshuset";0;2015-08-01;
1003321318;29189773;"Botilbud Bosager";0;1993-01-01;
1004038575;29189897;"Plejehjem Olivenhaven";0;1996-01-01;
1003382451;29189463;"Børnehuset Aavangen";0;1993-01-01;
1013625413;30759958;"Den selvejende Institution Meta Mariehjemmet";0;2007-09-14;
1007809413;25527747;"Lions Kollegiet";0;1971-10-01;
1003333996;29189900;"Bofællesskabet Postens Vej";1;1993-01-01;
1003474287;29189692;"Gårdbørnehaven Overmarksgården";1;1994-01-01;
1010637127;29189609;"Center for hjemmevejledning";0;2003-01-01;
1016609885;29189846;"Daginstitution - Børnehuset Prinsen";1;2011-01-28;
1004504043;20783397;"Den Selvejende Institution Sophiagård Elmehøjen";0;1998-08-01;
1003374400;29190941;"Regionshospital Nordjylland, Hjørring";0;1993-01-01;
1003334700;29190909;"Sygehus Lillebælt, Vejle Sygehus";1;1993-01-01;
1003374734;29189471;"Tilbuddene i Løgstør";0;1993-01-01;
1025963632;29189366;"Herluf Trolle Børnehus";0;2020-07-01;
1003382670;29189463;"Terndrup Ældrecenter";1;1993-01-01;
1003353405;29189986;"Plejecenter Digterparken";0;1993-01-01;
1003374734;29189471;"Tilbuddene i Løgstør";0;1993-01-01;
1018882074;29188505;"Specialcenter Slagelse Halsebyvænget";0;2013-11-08;
1003290778;29188505;"Autisme Center Vestsjælland - Staben for fælles Udvikling, Administration og Service";0;1993-01-01;
1006393234;29188572;"Team Skovcentret - Ældre & Sundhed";0;1993-01-01;
1003350893;29189668;"Bostedet Marienborgvej";0;1993-01-01;
1003334347;29190925;"Regionshospitalet Horsens";1;1993-01-01;
1003313353;29189684;"ÆLDRECENTER SKOVGADE";0;1993-01-01;
1003328439;29190909;"GRINDSTED SYGEHUS";0;1993-01-01;
1003360655;29189633;"Børnehaven Dragen";1;1993-01-01;
1003342982;29190925;"Regionshospitalet Herning";0;1993-01-01;
1003401936;33359217;"Skanderborg-Odder, CENTER FOR UDDANNELSE";0;1993-01-01;
1008793723;29189595;"Bo & Aktivitet Kalundborg Kommune, Præstehaven";0;2001-11-27;
1014205825;29189757;Odinsgård;0;2008-02-15;
1015819088;32642837;"Børnehuset Rødderne";0;2010-01-01;
1014652589;29189900;"""Lilholtgård""";1;2008-08-18;
1003504415;64942212;"Villa Rose - Udflytterbørnehaven Adashøj";1;1994-01-01;
1017469947;29189420;"Børnehaven Fyrtårnet";0;2012-02-11;
1007534880;29189900;"Integreret Institution Krystallen";1;1999-01-01;
1016615001;33339836;"Klitmøller Friskole";0;2011-05-01;
1010330536;29189439;"Kaas Plejecenter";0;2004-01-01;
1004611460;20965487;"Hospice Vangen S/I";1;1998-09-01;
1010922581;28027923;"S/I DSPI Kornumgaard";1;2004-11-01;
1003333911;29189900;"Udviklingscentret Spurvetoften";1;1993-01-01;
1003252747;64942212;"AKUTINSTITUTIONEN FREDERIKSHOLM";1;1993-01-01;2019-10-01
1003037290;32247210;"Vedbæk Børnehus";1;1990-01-01;
1003337176;29189900;"SØNDERMARKENS BØRNEHAVE";1;1993-01-01;
1003277645;29188335;"Øresundshjemmet Pleje- og Aktivitetscenter";0;1993-01-01;
1010013182;27277187;"Friskolen Østerlund";0;2003-08-01;
1007535852;29189846;"Klub Takken";1;1999-01-01;
1003314853;35209115;"3 - Plejecenter Marienlund";0;1993-01-01;
1003342325;29189900;"Vindmøllen, afd. Vinding";1;1993-01-01;
1018205862;34758085;"Den selvejende almene plejeboliginstitution Lions Park Søllerød";0;2010-01-01;
1003288919;29189374;"Træning og Rehabilitering";0;1993-01-01;
1018582674;35383220;"SKOVBRYNETS BØRNEHUS ApS";0;2013-06-21;
1003275526;29190623;Rønnegård;1;1993-01-01;
1009097747;29189803;"Plejehjemmet Bytoften, Nord Terapeuter, Hjemmepleje Esbjerg Nord og Visiteret dagtilbud, Bytoften";0;2002-05-14;
1003280827;29189366;"Børnestien afd. Clausensvej 1";0;1993-01-01;
1016174951;29189951;"Plejeboligerne Bøgelund";0;2010-07-07;
1015024905;29189501;Bogfinkevej;0;2009-01-27;
1003165950;67779010;"FALKONERGÅRDENS BØRNEHAVE";0;1984-01-01;
1003335732;29189900;"Område Vest - Plejecenter Ågården";1;1993-01-01;
1003332551;29189803;"Plejehjemmet Margrethegården, Hjemmepleje Ribe og Vis. Dagtilbud - Margrethegården";0;1993-01-01;
1020484094;29189498;"Ældre Levebo Abildparken";0;2015-06-01;
1001158156;16773670;"DEN SELVEJENDE INSTITUTION NO NAME";0;1993-03-01;
1003256080;64942212;"SØLVGADES SKOLE";1;1993-01-01;
1003278471;29188440;"Gilbjerg Børnehuse, Birkevang";0;1993-01-01;
1011204496;29189625;"Distrikt Øst - Kildemarkscentret";0;2004-01-01;
1021034955;37348953;"Stenbæk, Bang & Willumsen, Privatpraktiserende pædagoger ApS";1;2015-12-24;
1003122928;57875712;"RYOMGAARD REALSKOLE";0;1979-10-01;
1006395031;24194159;"KINDERGARTEN JEJSING";0;1993-01-01;
1004354478;64942212;"PLEJEHJEMMET KÆRBO";1;1997-01-01;
1018694944;29189897;"Bertram Knudsens Have";0;2013-08-19;
1006874354;16972290;"Plejecenter Langgadehus";0;1977-10-01;
1003386342;29189420;"Plejehjemsboliger Smedegården";0;1993-01-01;
1003370867;29189579;"PLEJECENTER SKOVBAKKEHJEMMET";0;1993-01-01;
1003441545;29190925;"Specialområde Børn og Unge, afd. Møllebækken";0;1994-01-01;
1003098725;52197910;"Børnehuset i Vallerød";1;1982-07-01;
1003343643;29189927;Lyksborgvej;0;1993-01-01;
1004912214;29189420;Viften;0;1998-01-01;
1012513492;64942212;"Enighedens Børnehus";1;2005-10-01;
1006394096;29189854;"Rønshoved Skolehjem";0;1993-01-01;
1003256134;64942212;"Integreret institution Murergården";1;1993-01-01;
1023497944;39464462;"Hedebo ApS";0;2018-04-05;
1008586663;29189846;Skaglen;1;2000-01-01;
1011204496;29189625;"Distrikt Øst - Kildemarkscentret";0;2004-01-01;
1003328373;29190909;"Sydvestjysk Sygehus";0;1993-01-01;
1003376695;29189501;"Børnehuset Brundur";1;1993-01-01;
1003324937;29189838;"BOFÆLLESSKABET BAKKEHUSET";0;1993-01-01;
1003350674;29190941;SØDISBAKKE;0;1993-01-01;
1003441612;29189374;"BØRNEHUSET SOLSTRÅLEN";0;1994-01-01;
1017071226;29189986;"Glesborg Plejecenter";0;2011-08-23;
1003251065;64942212;"Vuggestuen Hørgården";1;1993-01-01;
1020819274;29189447;"Søbæk Have";0;2016-02-01;
1003382633;29189463;"Bælum Ældrecenter";1;1993-01-01;
1022505226;35478787;EKKOfonden;0;2017-07-01;
1003255606;64942212;"BLÅGÅRD SKOLE";1;1993-01-01;
1015341633;29189676;"Center for Soc.pæd. Døgntilbud Vord.";0;2009-06-23;
1003293200;29189595;"Ældrecentret Enggården";0;1993-01-01;
1003335367;29189900;"Børnehaven VILDANDEN";1;1993-01-01;
1009044368;64942212;"CAS 1";1;2001-10-01;
1003359361;29189641;"BALLE BØRNEHUS, VUGGESTUE";0;1993-01-01;
1016468157;65048817;"Vesterbro Ungdomsgård";0;2010-11-25;
1003328439;29190909;"GRINDSTED SYGEHUS";0;1993-01-01;
1015261141;26696348;"Psykiatri og Handicap, Bo- og dagtilbuddene Klintebo, Stjernehuset";0;2009-05-13;
1017194441;29190925;"Specialområde Børn og Unge, afd. Kløvhøj";0;2011-10-14;
1007741398;29188572;Vandloppen;0;1999-01-01;
1003255084;64942212;"Integreret Institution Sølund";1;1993-01-01;
1010554191;29189633;"Plejecenter Møllehjørnet";1;2004-05-06;
1003632139;64942212;"Børnehuset Ørnen";1;2008-01-01;
1003321318;29189773;"Botilbud Bosager";0;1993-01-01;
1014960151;29190941;"Bostedet Solsiden";0;2008-12-22;2018-12-11
1013656181;29189986;"Plejecenter Farsøhthus";0;2007-10-03;
1010020154;64942212;"Utterslev skole";1;2002-08-01;
1006392123;24191117;"PLEJEHJEMMET AFTENSOL";0;1993-01-01;
1014364710;38660918;KILDEHØJ;1;2008-04-16;
1011364043;29189900;"Område Nord - Plejecenter Kastaniehaven";1;2004-03-01;
1016309393;29189889;"Daginstitution Lund, Lund Børnehus";1;2010-09-15;
1017156116;56286314;"Wir 4 - Kindergarten Bülderup";0;2011-09-29;
1003384715;29189420;"BØRNEHAVEN EGEMARKSVEJ";0;1993-01-01;
1003252851;64942212;"Integreret Institution Guldsmeden";1;1993-01-01;
1006393234;29188572;"Team Skovcentret - Ældre & Sundhed";0;1993-01-01;
1003380381;17040928;"RØDE KORS HJEMMET";0;1993-01-01;
1002969056;19042537;"S/I AKACIEGÅRDEN";1;1991-01-01;
1015969519;29189420;"Botilbuddet Studievej";0;2010-04-12;
1021650311;25664612;Helsehjemmet;1;2016-06-01;
1003292083;29189595;Rørmosecentret;0;1993-01-01;
1007809278;25527585;"Dronning Ingrids Hjem";0;1970-12-30;
1009873178;64942212;"MIKKELBORG VUGGESTUE";1;2003-01-01;
1016753900;64942212;"Nørrebrovænge og Valbyholm";1;2011-03-28;
1003375304;29190941;"Center for Døvblindhed og Høretab";0;1993-01-01;
1015562877;29188416;"Børnehuset Kregme";0;2009-10-05;
1000804520;14782834;"DEN SELVEJENDE INST SØNDERMARKEN";0;1991-01-30;
1003351396;29189633;"Landsbyen Sølund";1;1993-01-01;
1003375213;29190941;"Aalborg Universitetshospital Syd";0;1993-01-01;
1003393592;53383211;"Vestre Fængsel";0;1993-01-01;
1003319697;29188955;"Tullebølle Plejecenter";0;1993-01-01;
1017936677;29189722;"Juulskov Huset";0;2012-09-19;
1015024905;29189501;Bogfinkevej;0;2009-01-27;
1014411301;29189420;"Daginstitutionen Bornholmsgade";0;2008-05-08;
1003334347;29190925;"Regionshospitalet Horsens";1;1993-01-01;
1015670726;29189609;"KompetenceCenter Ringkøbing";0;2009-11-25;
1001779222;39262819;"Scenekunsthøjskolen SNOGHØJ S/I";0;1964-05-04;
1004976023;27879896;"Tornemark Dagskole";0;1999-02-01;
1020511768;36933429;"Tinytots International Preschool ApS";0;2015-06-18;
1019872587;29190909;"Handicapcenter Fyn, Skærehaven";0;2014-10-01;
1004613566;29189439;"ØREBRO SKOLE SI";0;1997-01-01;
1003334827;29189900;"SUKKERTOPPEN CENTER FOR SOCIALPSYKIATRI";1;1993-01-01;
1003290250;29189595;"Bo & Aktivitet Kalundborg Kommune, Klostermosen";0;1993-01-01;
1007809332;25527658;"Den integr. inst. Møllebakken S/I";0;1971-05-01;
1008877064;26409349;"Rudolf-Steiner Børnehaven Solhjem";0;2001-11-21;
1021893893;29190909;"Specialcenter Syddanmark - Børnehusene Middelfart";1;2016-12-01;
1003351396;29189633;"Landsbyen Sølund";1;1993-01-01;
1001452926;18204541;"VITTRUP GL MEJERI";0;1995-01-01;
1016150467;32957420;"Stengården Hestehaven v/Karina Dalkjær Meyer";0;2010-08-01;
1000804520;14782834;"DEN SELVEJENDE INST SØNDERMARKEN";0;1991-01-30;
1006397782;24197026;"HALD EGE BØRNEHAVE";0;1993-01-01;
1006394357;29189757;"KONG FREDERIK IX PLEJEHJEM";0;1993-01-01;
1021915579;29189730;Sydbo;0;2017-01-01;
1003254775;64942212;"Børnehuset på Holmen";1;1993-01-01;
1023902849;39816377;"S/I FGU Syd- og Vestsjælland";0;2018-09-01;
1003381935;29189382;"Lendum Skole";0;1993-01-01;
1004908929;29189420;"BOFÆLLESSKABET SYRENBAKKEN";0;1998-01-01;
1003262674;19438414;"Børnehuset Elverhøj (Gentofte Kommune)";1;1993-01-01;
1022828343;38925571;"Kollegietilbuddets huskasse";1;2017-09-12;2020-09-14
1003263773;62761113;"Børnehuset Saxen";0;1993-01-01;
1012066771;29294771;Solstrålen;0;2006-03-01;
1016174951;29189951;"Plejeboligerne Bøgelund";0;2010-07-07;
1006396956;24196151;"Den Selvejende institution Helsted Børnehave";0;1993-01-01;
1018456733;34948577;"Nørhalne Vuggestue";1;2013-08-01;
1006401184;24200507;"Børnehaven Spangsdal";0;1993-01-01;
1003339131;29189587;"Juelsminde Skole";0;1993-01-01;
1021465433;29189420;"Aktivitet Skipper Klement";0;2016-05-01;
1003253329;82104518;"Plejeboligcenter Fælledgården";0;1993-01-01;
1003387052;29189471;"PLEJECENTER SOLVANG";0;1993-01-01;
1003398648;29190623;RIGSHOSPITALET;0;1993-01-01;
1013471998;30653181;"S/I Hørhaven & Fond";1;2007-08-01;
1003328385;29189803;"Udviklingscenter Vest - Adm og Konsulenter & Sygeplejersker";0;1993-01-01;
1008979673;29188440;"Botilbuddet Gydehøj";0;2000-12-01;
1003251454;64942212;"Børnenes Poppelhus";1;1993-01-01;
1015599177;29189803;"Udviklingscenter Vest - Botræning Edelsvej";0;2009-10-21;
1017857807;29190658;"Kofoedsminde - Højbovej";0;2012-08-14;
1003306541;29188599;"Idestrup Plejecenter";0;1993-01-01;
1024656809;16119415;"Utterslev Børnegård S/I";0;2019-04-30;
1003382670;29189463;"Terndrup Ældrecenter";1;1993-01-01;
1003275800;60183112;"Lillerød Børnehus";0;1993-01-01;
1019347458;29189668;"Bocenter Harridslev";0;2014-01-01;
1004073017;29189455;"Børnehuset Regnbuen";0;1996-01-01;
1003368413;29189846;"Daginstitution - Børnehuset Egeskov";1;1993-01-01;
1003362452;55133018;"ELSTED SKOLE";0;1993-01-01;
1003310913;29189730;"Stenstrup Plejecenter";0;1993-01-01;
1003343679;29189609;"Å-Center Syd - Me-Tri";1;1993-01-01;
1003331166;29189765;"Hejnsvig Børnehave";0;1993-01-01;
1018891529;35356223;"Den S/I Hulahoppen";1;2012-12-11;
1003320414;29189722;"Plejecenter Rosengården, Køkken Rosengården Kløvervej 1";0;1993-01-01;
1022481297;38672789;"S/I Naturbørnehuset Søstjernen";1;2017-06-01;
1003328385;29189803;"Udviklingscenter Vest - Adm og Konsulenter & Sygeplejersker";0;1993-01-01;
1003292721;29189447;"Vipperød Børnegård";0;1993-01-01;
1017783625;70960516;Louiselund;0;2012-07-05;
1003428679;29189803;"Børn & Pædagogik, Hjerting-Esbjerg NV - Afd. Børnebakken Øst";0;1994-01-01;
1003288774;29189374;"Integreret institution Fogedgården";0;1993-01-01;
1009375070;29189420;"Plejehjemmet Lollandshus";0;2002-10-11;
1003382633;29189463;"Bælum Ældrecenter";1;1993-01-01;
1003351396;29189633;"Landsbyen Sølund";1;1993-01-01;
1021882409;19176878;Holbohave;0;2016-09-01;
1003386895;29189420;"Daginstitutionen Tophøj";0;1993-01-01;
1003382633;29189463;"Bælum Ældrecenter";1;1993-01-01;
1003372226;29189560;"ØSTRE SKOLE";0;1993-01-01;
1003314853;35209115;"3 - Plejecenter Marienlund";0;1993-01-01;
1015524827;64942212;"CAS 3";1;2009-09-22;
1003252449;64942212;HOLBERGSKOLEN;1;1993-01-01;
1003311179;29189684;"Gelsted Børneunivers afd. Skole og SFO";0;1993-01-01;
1017099864;64942212;"Ørestad Skole";0;2011-09-02;
1017524735;29189803;"Specialcentret - Specialcenter Rabu B7";0;2012-03-07;
1004038575;29189897;"Plejehjem Olivenhaven";0;1996-01-01;
1003393968;53383211;"Nyborg Fængsel";0;1993-01-01;
1003342970;29189919;"Døgn og Familiestøtte Herning - Tjørringhus";0;1993-01-01;
1003302935;29189625;"Distrikt SYD - Birkebjergcentret";0;1993-01-01;
1003337024;29189900;"Børnehaven Labyrinten";1;1993-01-01;
1003301393;29189676;"Distrikt Solhøj";0;1993-01-01;
1003355366;29189455;"Plejecentret Fjordvang";0;1993-01-01;
1025908747;29189420;"Børnehuset Nr. Uttrup";0;2020-05-01;
1003302194;29188572;"Team Møllecentret; Team Nakskov Nord og Team Vikar - Ældre & Sundhed";0;1993-01-01;
1011620201;29189625;"Dagplejens Gæstehus";0;2005-08-01;
1014199906;29189773;"Botilbud Flintholm";0;2008-01-01;
1001307485;17533800;Åkanden;1;1994-01-01;
1003276601;29188378;"Plejecentret Sjælsø";1;1993-01-01;
1003314191;29189684;"Børnehuset Nørre Aaby - Mikkelsbro";0;1993-01-01;
1004005237;13886830;Minihøjskolen;0;1990-09-01;
1001747202;36610611;"Gudenaadalens Efterskole";0;1964-10-19;
1006392548;24191540;"RUDOLF STEINER BØRNEHAVE";0;1993-01-01;
1010378911;29189676;"Cafe Vintersbølle";0;2003-01-01;
1003378091;29189498;"Børnehuset Hånbæk";0;1993-01-01;
1017416851;29189587;"Bøgely Plejecenter";0;2012-01-18;
1011154774;64723413;"Langtidsafsnit E (Egebo)";0;2004-01-01;
1018801503;29189501;Støberiet;0;2013-10-04;
1025388697;29189404;"Bosted Hyrdehøj";0;2020-01-01;
1003251685;29190623;"BISPEBJERG HOSPITAL";0;1993-01-01;
1006396889;24196089;"Den Selvejende Institution Børnehuset Mariendal";0;1993-01-01;
1003350674;29190941;SØDISBAKKE;0;1993-01-01;
1003334700;29190909;"Sygehus Lillebælt, Vejle Sygehus";1;1993-01-01;
1003296351;29188505;"Plejecenter Skovvang";0;1993-01-01;
1003276601;29188378;"Plejecentret Sjælsø";1;1993-01-01;
1017783625;70960516;Louiselund;0;2012-07-05;
1004622734;29189803;"Udviklingscenter Vest - Bofællesskabet Idræts Alle";0;1997-01-01;
1003021274;27093612;"KFUK'S SOCIALE ARBEJDE REDEN KØBENHAVN";0;1984-01-01;
1021882409;19176878;Holbohave;0;2016-09-01;
1003386342;29189420;"Plejehjemsboliger Smedegården";0;1993-01-01;
1004912214;29189420;Viften;0;1998-01-01;
1003330766;29189803;"Plejehjemmet Hedelund, Hjemmepleje Esbjerg Øst og Vis. Dagtilbud Hedelund";0;1993-01-01;
1003348608;29189951;"Demensafsnittet - Svalegangen";0;1993-01-01;
1003252115;64942212;"Vuggestuen Smørklatten";1;1993-01-01;
1024994771;40731644;"S/I fonden Ternen";1;2019-08-22;
1010540212;27715087;Skovbrynet;0;2004-03-31;
1002213741;65655012;"EFTERSKOLEN ØSTERGÅRD";0;1981-07-30;
1024600943;29189951;"Bangs Have";0;2019-04-01;
1003353405;29189986;"Plejecenter Digterparken";0;1993-01-01;
1003281045;29189366;"Ny Hammersholt Børnehus";0;1993-01-01;
1003339040;29189587;"Birkelund Plejecenter";0;1993-01-01;
1018432370;36150513;"Plejecenter Kastaniely";0;2013-04-22;
1015476679;29189420;"Plejeboliger Vestergaarden";0;2009-08-31;
1003386585;29189420;SØNDERBROSKOLEN;0;1993-01-01;
1016753900;64942212;"Nørrebrovænge og Valbyholm";1;2011-03-28;
1009044368;64942212;"CAS 1";1;2001-10-01;
1003375316;29189420;"Boformen Astrupparken";0;1993-01-01;
1003350182;29189919;"Engholm Centret";0;1993-01-01;
1019514508;35934065;"Den selvejende Institution Bofællesskabet Cecilie Marie";0;2014-06-20;
1003277220;29188335;"Lystholm Pleje- og Aktivitetscenter";0;1993-01-01;
1001701590;33207212;Caspershus;0;1971-08-31;
1003107129;55280312;"CFD Skaboeshusevej sociale tilbud";0;1987-01-01;
1003350674;29190941;SØDISBAKKE;0;1993-01-01;
1006392238;24191230;"Børn og Miljø Børnehaven";0;1993-01-01;
1015562850;29189803;"Plejehjemmet Esehuset og Administration";0;2009-10-05;
1003333911;29189900;"Udviklingscentret Spurvetoften";1;1993-01-01;
1003275381;29189366;"Botilbud Vingen";0;1993-01-01;
1003308994;29190909;"Sygehus Lillebælt, Middelfart Sygehus";0;1993-01-01;
1003334402;29190925;"SØNDERPARKEN, CENTER FOR SOCIALPSYKIATRI";1;1993-01-01;
1019419351;29189633;Dagmargården;0;2014-06-02;
1022502715;76598711;"Anne-Mariegårdens børnehave";0;2017-06-01;
1018824368;29188505;Blomstergården;0;2013-10-15;
1019347458;29189668;"Bocenter Harridslev";0;2014-01-01;
1008998775;35209115;"3 - Plejecenter Rytterkasernen";0;2000-01-01;
1003269151;19501817;Mølleholmskolen;0;1993-01-01;
1003252322;64942212;"Børneinstitionen Vartov";1;1993-01-01;
1003375213;29190941;"Aalborg Universitetshospital Syd";0;1993-01-01;
1008629982;29189927;"Plejeboligerne Mellemtoft";0;2000-01-01;
1017175226;26937930;"DKA - Kindergarten Wilsbek";0;2011-10-04;
1008586663;29189846;Skaglen;1;2000-01-01;
1003376944;29189501;"Den grønne giraf";0;1993-01-01;
1003626074;29189447;"Børnehuset Holbæk Have";0;1995-01-01;
1003341809;29189900;"Område Øst - Plejecenter Bakkeager";1;1993-01-01;
1003281768;70960516;Æblegården;0;1993-01-01;
1003367867;29190941;"Aalborg Universitetshospital, Thisted";0;1993-01-01;
1015562850;29189803;"Plejehjemmet Esehuset og Administration";0;2009-10-05;
1003387052;29189471;"PLEJECENTER SOLVANG";0;1993-01-01;
1002914816;11972519;"Valby LilleFri";0;1981-01-01;
1003309175;29189684;Brohuset;0;1993-01-01;
1013085087;29188599;"Distrikt Syd, Plejecenter Præstemarken";0;2006-09-01;
1015562850;29189803;"Plejehjemmet Esehuset og Administration";0;2009-10-05;
1024617528;39815486;FGU-Midtjylland;1;2019-07-01;2020-07-31
1003384247;29189420;Annebergcentret;0;1993-01-01;
1017149853;29655464;LandLykke;0;2011-08-19;
1003353727;29189986;Kattegatskolen;0;1993-01-01;
1003257117;58906212;"Den selvejende Institution Ellen Mariehjemmet";0;1993-01-01;
1003382906;29189463;"SULDRUP SKOLE";0;1993-01-01;
1021825928;11555977;"Bøgeskovgård Børnehave";0;2016-10-01;
1003251685;29190623;"BISPEBJERG HOSPITAL";0;1993-01-01;
1017891134;34694184;"SPILOPPERNE - SKOV- OG NATURBØRNEGÅRDE ApS";0;2012-08-20;
1020480617;29189498;"Ældre Leve Bo Søparken";0;2015-06-01;
1015548122;29189846;"Demensenheden Viborg";1;2009-09-28;
1010859677;21631833;"Bofællesskab Delfinen";1;2004-10-21;
1003290791;29189595;"Bo & Aktivitet Kalunborg Kommune, Trekløveret";0;1993-01-01;
1003256973;58906328;"Dorthe Mariehjemmet";0;1993-01-01;
1008453450;29188947;"Plejecenter Vesterbo";0;2000-04-01;
1016631015;29189846;"Sødalsskolen SFO og SFO-klub Løvel";1;2011-02-07;
1003331075;31210917;"FANØ KOMMUNES INTEGREREDE ORDNING FANØ PLEJEHJEM";0;1993-01-01;
1008453450;29188947;"Plejecenter Vesterbo";0;2000-04-01;
1003387325;29189471;"Plejecenter Østermarken";0;1993-01-01;
1003393968;53383211;"Nyborg Fængsel";0;1993-01-01;
1017069779;29189773;"SFO - Hørup Centralskole";0;2011-08-22;
1003344778;29189919;"Toftebo Centret";0;1993-01-01;
